zip,zone
19902,7
19904,7
19930,8
19931,7
19933,7
19934,7
19938,7
19939,7
19940,7
19941,7
19943,7
19944,8
19945,7
19946,7
19947,7
19950,7
19951,7
19952,7
19953,7
19954,7
19955,7
19956,7
19958,7
19960,7
19962,7
19963,7
19964,7
19966,7
19967,7
19968,7
19970,8
19971,8
19973,7
19975,7
19977,7
19979,7
20105,7
20106,7
20109,7
20110,7
20111,7
20112,7
20115,7
20117,7
20118,7
20119,7
20120,7
20121,7
20124,7
20129,7
20130,7
20132,7
20135,7
20136,7
20137,7
20138,7
20139,7
20140,7
20141,7
20143,7
20144,7
20147,7
20148,7
20151,7
20152,7
20155,7
20158,7
20164,7
20165,7
20166,7
20169,7
20170,7
20171,7
20175,7
20176,7
20180,7
20181,7
20184,7
20186,7
20187,7
20190,7
20191,7
20194,7
20197,7
20198,7
20601,7
20602,7
20603,7
20606,8
20607,7
20608,7
20609,8
20611,7
20612,7
20613,7
20615,8
20616,7
20617,7
20618,8
20619,7
20620,8
20621,7
20622,7
20623,7
20624,7
20625,8
20626,8
20628,8
20629,8
20630,8
20632,7
20634,8
20636,7
20637,7
20639,7
20640,7
20645,7
20646,7
20650,7
20653,8
20657,8
20658,7
20659,7
20662,7
20664,7
20667,8
20670,8
20674,8
20675,7
20676,7
20677,7
20678,7
20680,8
20684,8
20685,8
20687,8
20688,8
20689,7
20690,8
20692,8
20693,7
20695,7
20701,7
20705,7
20706,7
20707,7
20708,7
20710,7
20711,7
20712,7
20714,8
20715,7
20716,7
20720,7
20721,7
20722,7
20723,7
20724,7
20732,8
20733,8
20735,7
20736,7
20737,7
20740,7
20743,7
20744,7
20745,8
20746,7
20747,7
20748,7
20751,8
20754,7
20755,7
20758,7
20759,7
20762,7
20763,7
20764,8
20769,7
20770,7
20772,7
20774,7
20776,7
20777,7
20778,8
20779,8
20781,7
20782,7
20783,7
20784,7
20785,7
20794,7
20812,7
20814,7
20815,7
20816,7
20817,7
20818,7
20832,7
20833,7
20837,7
20838,7
20839,7
20841,7
20842,7
20850,7
20851,7
20852,7
20853,7
20854,7
20855,7
20860,7
20861,7
20862,7
20866,7
20868,7
20871,7
20872,7
20874,7
20876,7
20877,7
20878,7
20879,7
20880,7
20882,7
20886,7
20895,7
20896,7
20901,7
20902,7
20903,7
20904,7
20905,7
20906,7
20910,7
20912,7
21001,7
21005,7
21009,7
21010,8
21012,8
21013,7
21014,7
21015,7
21017,7
21028,7
21029,7
21030,7
21031,7
21032,7
21034,7
21035,7
21036,7
21037,8
21040,7
21042,7
21043,7
21044,7
21045,7
21046,7
21047,7
21048,7
21050,7
21051,7
21052,8
21053,7
21054,7
21056,8
21057,7
21060,8
21061,7
21071,7
21074,7
21075,7
21076,7
21077,7
21078,7
21082,7
21084,7
21085,7
21087,7
21090,7
21093,7
21102,7
21104,7
21105,7
21108,7
21111,7
21113,7
21114,7
21117,7
21120,7
21122,8
21128,7
21130,7
21131,7
21132,7
21133,7
21136,7
21140,7
21144,7
21146,8
21152,7
21154,7
21155,7
21156,7
21157,7
21158,7
21160,7
21161,7
21162,8
21163,7
21201,8
21202,8
21204,7
21205,8
21206,7
21207,7
21208,7
21209,7
21210,7
21211,7
21212,7
21213,8
21214,7
21215,7
21216,7
21217,7
21218,7
21219,8
21220,8
21221,8
21222,8
21223,7
21224,8
21225,8
21226,8
21227,7
21228,7
21229,7
21230,8
21231,8
21234,7
21236,7
21237,8
21239,7
21244,7
21286,7
21401,7
21402,8
21403,8
21405,8
21502,7
21520,6
21521,6
21523,6
21524,7
21528,6
21529,7
21530,7
21531,6
21532,6
21536,6
21538,6
21539,6
21540,7
21541,6
21542,6
21543,6
21545,6
21550,6
21555,7
21557,7
21560,7
21561,6
21562,6
21601,8
21607,7
21610,7
21612,8
21613,8
21617,7
21619,8
21620,7
21622,8
21623,7
21624,8
21625,7
21626,8
21627,8
21628,7
21629,7
21631,7
21632,7
21634,8
21635,7
21636,7
21638,8
21639,7
21640,7
21641,7
21643,7
21644,7
21645,7
21647,8
21648,8
21649,7
21650,7
21651,7
21653,8
21654,8
21655,7
21657,7
21658,8
21659,7
21660,7
21661,8
21662,8
21663,8
21664,7
21665,8
21666,8
21667,7
21668,7
21669,8
21671,8
21672,8
21673,8
21675,8
21676,8
21677,8
21678,7
21679,7
21701,7
21702,7
21703,7
21704,7
21710,7
21711,7
21713,7
21716,7
21717,7
21718,7
21719,7
21722,7
21723,7
21727,7
21733,7
21734,7
21737,7
21738,7
21740,7
21742,7
21750,7
21754,7
21755,7
21756,7
21757,7
21758,7
21762,7
21766,7
21767,7
21769,7
21770,7
21771,7
21773,7
21774,7
21776,7
21777,7
21778,7
21779,7
21780,7
21782,7
21783,7
21784,7
21787,7
21788,7
21790,7
21791,7
21793,7
21794,7
21795,7
21797,7
21798,7
21801,7
21804,7
21810,7
21811,7
21813,7
21814,8
21817,8
21821,8
21822,7
21824,8
21826,7
21829,7
21830,7
21835,7
21837,7
21838,8
21840,8
21841,7
21842,8
21849,7
21850,7
21851,7
21853,7
21856,7
21861,7
21862,7
21863,7
21864,8
21865,7
21866,8
21867,8
21869,7
21871,7
21872,7
21874,7
21875,7
21901,7
21902,7
21903,7
21904,7
21911,7
21912,7
21913,7
21914,7
21915,7
21917,7
21918,7
21919,7
21920,7
21921,7
21930,7
22003,7
22015,7
22026,7
22027,7
22030,7
22031,7
22032,7
22033,7
22039,7
22041,7
22042,7
22043,7
22044,7
22046,7
22060,7
22066,7
22079,7
22101,7
22102,7
22124,7
22125,7
22134,7
22150,7
22151,7
22152,7
22153,7
22172,7
22180,7
22181,7
22182,7
22191,7
22192,7
22193,7
22201,7
22202,8
22203,7
22204,7
22205,7
22206,8
22207,7
22209,8
22211,8
22213,7
22301,8
22302,8
22303,8
22304,7
22305,8
22306,7
22307,8
22308,8
22309,7
22310,7
22311,7
22312,7
22314,8
22315,7
22401,7
22405,7
22406,7
22407,7
22408,7
22427,7
22432,8
22433,7
22435,8
22436,7
22437,7
22438,7
22443,7
22448,7
22454,7
22460,7
22469,7
22473,8
22476,7
22480,8
22482,8
22485,7
22488,8
22503,8
22504,7
22507,7
22508,7
22509,7
22511,8
22514,7
22520,7
22529,7
22534,7
22535,7
22538,7
22539,8
22542,7
22546,7
22548,8
22553,7
22554,7
22560,7
22567,7
22572,7
22576,8
22578,8
22579,8
22580,7
22601,7
22602,7
22603,7
22610,7
22611,7
22620,7
22624,7
22625,7
22626,7
22627,7
22630,7
22637,7
22639,7
22640,7
22641,7
22642,7
22643,7
22644,6
22645,7
22646,7
22650,7
22652,7
22654,7
22655,7
22656,7
22657,7
22660,7
22663,7
22664,7
22701,7
22709,7
22711,7
22712,7
22713,7
22714,7
22715,7
22716,7
22718,7
22719,7
22720,7
22722,7
22723,7
22724,7
22726,7
22727,7
22728,7
22729,7
22730,7
22731,7
22732,7
22733,7
22734,7
22735,7
22736,7
22737,7
22738,7
22740,7
22741,7
22742,7
22743,6
22746,7
22747,7
22749,7
22801,7
22802,7
22810,6
22811,6
22812,7
22815,7
22820,6
22821,7
22824,7
22827,7
22830,6
22831,6
22832,7
22834,7
22835,7
22840,7
22841,7
22842,7
22843,7
22844,7
22845,6
22846,7
22847,7
22849,7
22850,7
22851,7
22853,7
22901,7
22902,7
22903,7
22911,7
22920,7
22922,7
22923,7
22924,7
22931,7
22932,7
22935,7
22936,7
22937,7
22938,7
22939,7
22940,7
22942,7
22943,7
22946,7
22947,7
22948,7
22949,7
22952,7
22957,7
22958,7
22959,7
22960,7
22963,7
22964,7
22967,7
22968,7
22969,7
22971,7
22972,7
22973,7
22974,7
22976,7
22980,7
22989,7
23001,8
23002,7
23004,7
23005,7
23009,7
23011,7
23015,7
23021,8
23022,7
23023,7
23024,7
23025,8
23027,7
23030,7
23032,7
23035,8
23038,7
23039,7
23040,7
23043,8
23045,8
23047,7
23050,8
23055,7
23056,8
23059,7
23060,7
23061,8
23062,8
23063,7
23064,8
23065,7
23066,8
23068,8
23069,7
23070,8
23071,8
23072,8
23075,7
23076,8
23079,7
23083,7
23084,7
23085,7
23086,7
23089,7
23091,7
23092,8
23093,7
23102,7
23103,7
23106,7
23108,7
23109,8
23110,7
23111,7
23112,7
23113,7
23115,7
23116,7
23117,7
23119,8
23120,7
23123,7
23124,7
23126,7
23128,8
23129,7
23130,8
23138,8
23139,7
23140,7
23141,7
23146,7
23148,7
23149,7
23150,7
23153,7
23156,7
23161,7
23163,8
23168,7
23169,8
23175,8
23176,8
23177,7
23178,8
23180,8
23181,7
23184,8
23185,8
23188,8
23192,7
23219,7
23220,7
23221,7
23222,7
23223,7
23224,7
23225,7
23226,7
23227,7
23228,7
23229,7
23230,7
23231,7
23233,7
23234,7
23235,7
23236,7
23237,7
23294,7
23301,8
23302,8
23303,8
23304,8
23306,8
23307,8
23308,8
23310,8
23314,8
23315,8
23316,8
23320,8
23321,8
23322,8
23323,8
23324,8
23325,8
23336,8
23337,8
23347,8
23350,8
23354,8
23356,8
23357,8
23358,8
23359,8
23389,8
23395,8
23401,8
23405,8
23407,8
23409,8
23410,8
23413,8
23415,8
23416,8
23417,8
23418,8
23420,8
23421,8
23423,8
23426,8
23427,8
23430,8
23432,8
23433,8
23434,8
23435,8
23436,8
23437,8
23438,8
23440,8
23441,8
23442,8
23451,8
23452,8
23454,8
23455,8
23456,8
23457,8
23459,8
23461,8
23462,8
23464,8
23480,8
23487,8
23488,8
23502,8
23503,8
23504,8
23505,8
23507,8
23508,8
23509,8
23510,8
23513,8
23517,8
23518,8
23523,8
23601,8
23602,8
23603,8
23604,8
23605,8
23606,8
23607,8
23608,8
23651,8
23661,8
23662,8
23663,8
23664,8
23665,8
23666,8
23669,8
23690,8
23691,8
23692,8
23693,8
23696,8
23701,8
23702,8
23703,8
23704,8
23707,8
23708,8
23801,7
23803,7
23805,7
23821,7
23824,7
23827,7
23828,8
23829,7
23830,7
23831,7
23832,7
23833,7
23834,7
23836,7
23837,7
23838,7
23839,7
23840,7
23841,7
23842,7
23843,7
23844,7
23845,8
23846,8
23847,7
23850,7
23851,8
23856,7
23857,7
23860,7
23866,7
23867,7
23868,7
23872,7
23874,8
23875,7
23876,7
23878,7
23879,8
23881,7
23882,7
23883,8
23885,7
23887,8
23888,7
23889,7
23890,7
23893,7
23894,7
23897,7
23898,8
23899,8
23901,7
23915,7
23917,7
23919,8
23920,7
23921,7
23922,7
23923,7
23924,7
23927,7
23930,7
23934,7
23936,7
23937,7
23938,7
23939,7
23942,7
23943,7
23944,7
23947,7
23950,7
23952,7
23954,7
23958,7
23959,7
23960,7
23962,7
23963,7
23964,7
23966,7
23967,7
23968,7
23970,7
23974,7
23976,7
24012,7
24013,7
24014,7
24015,7
24016,7
24017,7
24018,7
24019,7
24020,7
24053,7
24054,7
24055,7
24058,7
24059,7
24060,7
24064,7
24065,7
24066,7
24067,7
24069,7
24070,7
24072,7
24073,7
24076,7
24077,7
24078,7
24079,7
24082,7
24083,7
24084,7
24085,7
24086,7
24087,7
24088,7
24089,7
24090,7
24091,7
24092,7
24093,7
24095,7
24101,7
24102,7
24104,7
24105,7
24112,7
24120,7
24121,7
24122,7
24124,7
24127,7
24128,7
24131,7
24132,7
24133,7
24134,7
24136,7
24137,7
24138,7
24139,7
24141,7
24147,7
24148,7
24149,7
24150,6
24151,7
24153,7
24161,7
24162,7
24165,7
24167,7
24168,7
24171,7
24174,7
24175,7
24176,7
24179,7
24184,7
24185,7
24201,7
24202,7
24210,7
24211,7
24215,7
24216,7
24217,7
24218,7
24219,7
24220,7
24221,7
24224,7
24225,7
24226,7
24228,6
24230,7
24236,7
24237,7
24239,7
24243,7
24244,7
24245,7
24248,7
24250,7
24251,7
24256,7
24258,7
24260,7
24263,7
24265,7
24266,7
24269,7
24270,7
24271,7
24272,7
24273,7
24277,7
24279,7
24280,7
24281,7
24282,7
24283,7
24290,7
24292,6
24293,7
24301,7
24311,7
24312,7
24313,7
24314,6
24315,7
24316,6
24317,7
24318,6
24319,7
24322,7
24323,7
24324,7
24325,7
24326,7
24327,7
24328,7
24330,7
24333,7
24340,7
24343,7
24347,7
24348,7
24350,7
24351,7
24352,7
24354,7
24360,7
24361,7
24363,7
24366,6
24368,7
24370,7
24374,7
24375,7
24377,6
24378,6
24380,7
24381,7
24382,7
24401,7
24412,6
24413,6
24415,7
24416,7
24421,7
24422,7
24426,7
24430,7
24431,7
24432,6
24433,6
24435,7
24437,7
24439,7
24440,7
24441,7
24442,6
24445,6
24448,7
24450,7
24457,7
24458,6
24459,7
24460,7
24463,7
24464,7
24465,6
24467,7
24471,7
24472,7
24473,7
24474,7
24477,7
24479,7
24482,7
24483,7
24484,6
24485,6
24486,7
24487,6
24501,7
24502,7
24503,7
24504,7
24517,7
24520,7
24521,7
24522,7
24523,7
24526,7
24527,7
24528,7
24529,7
24530,7
24531,7
24533,7
24534,7
24536,7
24538,7
24539,7
24540,7
24541,7
24549,7
24550,7
24551,7
24553,7
24554,7
24555,7
24556,7
24557,7
24558,7
24562,7
24563,7
24565,7
24566,7
24569,7
24571,7
24572,7
24574,7
24577,7
24578,7
24579,7
24580,7
24581,7
24586,7
24588,7
24589,7
24590,7
24592,7
24593,7
24594,7
24595,7
24597,7
24598,7
24599,7
24601,6
24602,7
24603,7
24604,7
24605,6
24606,7
24607,7
24609,7
24612,6
24613,6
24614,7
24620,7
24622,6
24624,7
24628,7
24630,6
24631,7
24634,7
24635,7
24637,7
24639,7
24641,7
24646,7
24649,7
24651,6
24656,7
24657,7
24701,7
24712,7
24714,7
24715,7
24716,7
24719,7
24724,7
24726,7
24731,7
24733,7
24736,6
24737,7
24739,7
24740,7
24747,7
24801,7
24808,7
24811,7
24813,7
24815,7
24816,7
24817,7
24818,7
24822,7
24823,7
24827,7
24828,7
24830,7
24831,7
24836,7
24839,7
24843,7
24844,7
24845,7
24846,7
24848,7
24849,7
24850,7
24851,7
24853,7
24854,7
24855,7
24857,7
24860,7
24861,7
24862,7
24866,7
24867,7
24868,7
24869,7
24870,7
24871,7
24872,7
24873,7
24874,7
24879,7
24880,7
24881,7
24882,7
24884,7
24887,7
24888,7
24892,7
24894,7
24895,7
24898,7
24901,6
24910,6
24915,6
24916,6
24918,7
24920,5
24924,6
24925,6
24927,6
24931,6
24934,6
24935,7
24938,6
24941,6
24943,6
24944,5
24945,7
24946,6
24951,7
24954,6
24957,6
24962,7
24963,7
24966,6
24970,6
24974,6
24976,6
24977,6
24981,7
24983,6
24984,6
24985,6
24986,6
24991,6
25002,7
25003,7
25005,6
25007,6
25008,7
25009,7
25011,7
25015,7
25019,6
25021,7
25022,7
25024,7
25025,7
25028,7
25030,7
25031,7
25033,7
25035,7
25036,7
25039,7
25040,7
25043,6
25044,6
25045,7
25047,7
25048,7
25049,7
25051,7
25053,7
25054,7
25057,7
25059,7
25060,7
25063,6
25064,7
25067,7
25070,7
25071,7
25075,7
25076,7
25081,7
25082,7
25083,7
25085,7
25086,7
25088,7
25090,7
25102,7
25103,7
25106,6
25107,7
25108,7
25109,7
25110,7
25111,6
25113,6
25114,7
25115,7
25118,7
25119,7
25121,7
25123,6
25124,7
25125,7
25126,7
25130,7
25132,7
25133,6
25134,7
25136,7
25139,7
25140,7
25141,6
25143,7
25148,7
25149,7
25152,7
25154,7
25159,7
25160,7
25161,7
25162,7
25164,6
25165,7
25168,7
25169,7
25173,7
25174,6
25177,7
25181,7
25183,7
25186,7
25187,6
25193,7
25202,7
25204,7
25205,7
25206,7
25208,7
25209,7
25211,6
25213,7
25214,7
25231,7
25234,6
25235,6
25239,6
25241,6
25243,6
25244,6
25245,7
25247,6
25248,7
25251,6
25252,6
25253,6
25259,6
25260,6
25261,6
25262,6
25264,6
25265,6
25266,6
25267,6
25268,6
25270,6
25271,6
25275,6
25276,6
25285,6
25286,6
25287,6
25301,7
25302,7
25303,7
25304,7
25306,7
25309,7
25311,7
25312,7
25313,7
25314,7
25315,7
25320,7
25401,7
25411,7
25413,7
25414,7
25419,7
25420,7
25421,7
25422,7
25425,7
25427,7
25428,7
25430,7
25431,7
25434,7
25437,7
25438,7
25441,7
25442,7
25443,7
25444,7
25446,7
25501,7
25502,6
25503,7
25504,7
25505,7
25506,7
25507,7
25508,7
25510,7
25511,7
25512,7
25514,7
25515,6
25517,7
25520,7
25521,7
25523,7
25524,7
25526,7
25529,7
25530,7
25534,7
25535,7
25537,7
25540,7
25541,7
25544,7
25545,7
25547,7
25550,6
25555,7
25557,7
25559,7
25560,7
25564,7
25565,7
25567,7
25570,7
25571,7
25573,7
25601,7
25606,7
25607,7
25608,7
25611,7
25612,7
25617,7
25621,7
25624,7
25625,7
25628,7
25630,7
25632,7
25634,7
25635,7
25637,7
25638,7
25639,7
25644,7
25646,7
25647,7
25649,7
25650,7
25651,7
25652,7
25653,7
25654,7
25661,7
25665,7
25666,7
25667,7
25669,7
25670,7
25671,7
25672,7
25674,7
25676,7
25678,7
25685,7
25688,7
25691,7
25692,7
25696,7
25699,7
25701,7
25702,7
25703,7
25704,7
25705,7
25801,6
25812,6
25813,6
25817,6
25818,6
25820,7
25823,6
25825,6
25826,7
25827,6
25831,6
25832,6
25836,6
25837,6
25839,6
25840,6
25841,7
25843,6
25844,6
25845,7
25846,6
25848,6
25849,6
25853,6
25854,6
25855,6
25857,6
25862,6
25864,6
25865,6
25866,6
25868,6
25870,6
25871,6
25875,6
25878,6
25879,6
25880,6
25882,7
25901,6
25902,6
25904,6
25907,6
25908,6
25909,6
25913,6
25915,6
25916,7
25917,6
25918,6
25920,6
25921,6
25922,7
25928,7
25932,6
25936,6
25938,6
25942,6
25951,7
25958,6
25962,6
25966,6
25969,6
25971,6
25972,6
25976,6
25977,6
25978,7
25979,7
25981,6
25984,6
25985,6
25986,6
25989,6
26003,6
26030,7
26031,6
26032,6
26033,6
26034,6
26035,6
26036,6
26037,6
26038,6
26039,6
26040,6
26041,6
26047,6
26050,7
26055,6
26056,6
26059,6
26060,6
26062,6
26070,6
26074,6
26075,6
26101,6
26104,6
26105,6
26133,6
26134,6
26136,6
26137,6
26138,6
26141,6
26142,6
26143,6
26146,6
26147,6
26148,6
26149,6
26150,6
26151,6
26152,6
26155,6
26159,6
26160,6
26161,6
26162,6
26164,6
26167,6
26169,6
26170,6
26175,6
26178,6
26180,6
26181,6
26184,6
26187,6
26201,6
26202,6
26203,6
26205,6
26206,6
26208,6
26209,6
26215,6
26217,6
26218,6
26222,6
26224,6
26228,6
26230,6
26234,6
26236,6
26237,6
26238,6
26241,6
26250,6
26253,6
26254,6
26257,6
26259,6
26260,6
26261,6
26263,6
26264,5
26266,6
26267,6
26268,5
26269,6
26270,5
26271,6
26273,6
26275,6
26276,6
26278,6
26280,6
26282,6
26283,6
26285,6
26287,6
26288,6
26289,6
26291,6
26292,6
26293,6
26294,6
26296,5
26298,6
26301,6
26302,6
26320,6
26321,6
26323,6
26325,6
26327,6
26330,6
26335,6
26337,6
26338,6
26339,6
26342,6
26343,6
26346,6
26347,6
26348,6
26349,6
26351,6
26354,6
26361,6
26362,6
26366,6
26369,6
26372,6
26374,6
26376,6
26377,6
26378,6
26384,6
26385,6
26386,6
26404,6
26405,6
26408,6
26410,6
26411,6
26412,6
26415,6
26416,6
26419,6
26421,6
26422,6
26424,6
26425,6
26426,6
26430,6
26431,6
26435,6
26436,6
26437,6
26438,6
26440,6
26443,6
26444,6
26447,6
26448,6
26451,6
26452,6
26456,6
26463,6
26501,6
26505,7
26508,7
26519,6
26520,6
26521,6
26525,6
26531,7
26534,6
26537,6
26541,6
26542,6
26543,6
26544,6
26547,6
26554,6
26559,6
26562,6
26563,6
26568,6
26570,6
26571,6
26572,6
26574,6
26575,6
26576,6
26581,6
26582,6
26585,6
26587,6
26588,6
26590,6
26591,6
26601,6
26610,6
26611,6
26615,6
26617,6
26619,6
26621,6
26623,6
26624,6
26627,6
26629,6
26631,6
26636,6
26638,6
26651,6
26656,7
26660,6
26662,6
26667,6
26671,6
26676,6
26678,6
26679,6
26680,6
26681,6
26684,6
26690,6
26691,6
26704,6
26705,6
26707,6
26710,7
26711,7
26714,6
26716,6
26717,6
26719,7
26720,6
26722,7
26726,7
26731,6
26739,6
26743,6
26750,7
26753,7
26755,6
26757,7
26761,6
26763,7
26764,6
26767,7
26801,6
26802,6
26804,6
26807,6
26808,6
26810,6
26812,6
26814,6
26815,6
26817,7
26818,7
26823,6
26833,6
26836,6
26838,6
26845,6
26847,7
26851,6
26852,6
26855,7
26865,6
26866,7
26884,6
26886,6
27006,7
27007,7
27009,8
27011,7
27012,7
27013,7
27014,7
27016,7
27017,7
27018,7
27019,7
27020,7
27021,7
27022,7
27023,7
27024,7
27025,7
27027,7
27028,7
27030,7
27040,7
27041,7
27042,7
27043,7
27045,7
27046,7
27047,7
27048,7
27050,7
27051,8
27052,7
27053,7
27054,7
27055,7
27101,8
27103,7
27104,8
27105,8
27106,7
27107,8
27109,8
27127,7
27202,8
27203,8
27207,8
27208,8
27209,8
27212,7
27214,8
27215,8
27217,8
27229,8
27231,8
27233,8
27235,8
27239,8
27242,8
27243,8
27244,8
27248,8
27249,8
27252,8
27253,8
27256,7
27258,8
27260,8
27262,8
27263,8
27265,8
27278,8
27281,8
27282,8
27283,8
27284,8
27288,7
27291,7
27292,8
27295,7
27298,8
27299,8
27301,8
27302,8
27305,7
27306,8
27310,8
27311,7
27312,8
27313,8
27314,7
27315,7
27316,8
27317,8
27320,8
27325,8
27326,7
27330,8
27341,8
27342,8
27343,7
27344,8
27349,8
27350,8
27355,8
27356,8
27357,8
27358,8
27360,8
27370,8
27371,8
27376,8
27377,8
27379,7
27401,8
27403,8
27405,8
27406,8
27407,8
27408,8
27409,8
27410,8
27455,8
27501,8
27502,8
27503,8
27504,8
27505,8
27506,8
27507,7
27508,8
27509,8
27510,8
27511,8
27513,8
27514,8
27516,8
27520,8
27521,8
27522,8
27524,8
27525,8
27526,8
27529,8
27530,8
27534,8
27536,7
27540,8
27541,7
27542,8
27544,7
27545,8
27546,8
27549,8
27551,8
27553,7
27555,8
27557,8
27559,8
27560,8
27562,8
27563,7
27565,7
27568,8
27569,8
27570,7
27571,8
27572,7
27573,7
27576,8
27577,8
27581,8
27582,7
27583,7
27584,7
27587,8
27589,8
27591,8
27592,8
27596,8
27597,8
27601,8
27603,8
27604,8
27605,8
27606,8
27607,8
27608,8
27609,8
27610,8
27612,8
27613,8
27614,8
27615,8
27616,8
27701,8
27703,8
27704,8
27705,8
27706,8
27707,8
27712,8
27713,8
27801,8
27803,8
27804,8
27805,8
27806,8
27807,8
27808,8
27809,8
27810,8
27812,8
27813,8
27814,8
27816,8
27817,8
27818,8
27819,8
27820,8
27821,8
27822,8
27823,8
27824,8
27826,8
27827,8
27828,8
27829,8
27830,8
27831,8
27832,8
27834,8
27837,8
27839,8
27840,8
27841,8
27842,8
27843,8
27844,8
27845,8
27846,8
27847,8
27849,8
27850,8
27851,8
27852,8
27853,8
27855,8
27856,8
27857,8
27858,8
27860,8
27862,8
27863,8
27864,8
27865,8
27866,8
27869,8
27870,8
27871,8
27872,8
27873,8
27874,8
27875,8
27876,8
27877,8
27878,8
27880,8
27882,8
27883,8
27884,8
27885,8
27886,8
27888,8
27889,8
27890,8
27891,8
27892,8
27893,8
27896,8
27897,8
27909,8
27910,8
27915,9
27916,8
27917,8
27919,8
27920,9
27921,8
27922,8
27923,8
27924,8
27925,8
27926,8
27927,8
27928,8
27929,8
27932,8
27935,8
27936,9
27937,8
27938,8
27939,8
27941,9
27942,8
27943,9
27944,8
27946,8
27947,9
27948,9
27949,9
27950,8
27953,8
27954,9
27956,8
27957,8
27958,8
27959,9
27960,9
27962,8
27964,9
27965,8
27966,9
27967,8
27968,9
27970,8
27972,9
27973,8
27974,8
27976,8
27979,8
27980,8
27981,9
27982,9
27983,8
27985,8
27986,8
28001,8
28006,8
28007,8
28009,8
28012,8
28016,8
28017,8
28018,7
28019,8
28020,8
28021,8
28023,7
28025,8
28027,8
28031,8
28032,8
28033,8
28034,8
28036,8
28037,8
28038,8
28040,8
28043,8
28052,8
28054,8
28056,8
28071,8
28072,7
28073,8
28075,8
28076,8
28077,8
28078,8
28079,8
28080,8
28081,8
28083,8
28086,8
28088,7
28089,8
28090,8
28091,8
28092,8
28097,8
28098,8
28101,8
28102,8
28103,8
28104,8
28105,8
28107,8
28109,8
28110,8
28112,8
28114,8
28115,8
28117,8
28119,8
28120,8
28124,8
28125,7
28127,8
28128,8
28129,8
28133,8
28134,8
28135,8
28137,8
28138,7
28139,8
28144,8
28146,8
28147,7
28150,8
28152,8
28159,8
28160,8
28163,8
28164,8
28166,8
28167,7
28168,8
28169,8
28170,8
28173,8
28174,8
28202,8
28203,8
28204,8
28205,8
28206,8
28207,8
28208,8
28209,8
28210,8
28211,8
28212,8
28213,8
28214,8
28215,8
28216,8
28217,8
28223,8
28226,8
28227,8
28262,8
28269,8
28270,8
28273,8
28277,8
28278,8
28301,8
28303,8
28304,8
28305,8
28306,8
28307,8
28311,8
28314,8
28315,8
28318,8
28320,8
28323,8
28325,8
28326,8
28327,8
28328,8
28330,8
28332,8
28333,8
28334,8
28337,8
28338,8
28339,8
28340,8
28341,8
28342,8
28343,8
28344,8
28345,8
28347,8
28348,8
28349,8
28350,8
28351,8
28352,8
28356,8
28357,8
28358,8
28360,8
28362,8
28363,8
28364,8
28365,8
28366,8
28367,8
28368,8
28369,8
28371,8
28372,8
28373,8
28374,8
28376,8
28377,8
28378,8
28379,8
28382,8
28383,8
28384,8
28385,8
28386,8
28387,8
28390,8
28391,8
28392,8
28393,8
28394,8
28395,8
28396,8
28398,8
28399,8
28401,8
28403,8
28405,8
28409,8
28411,8
28412,8
28420,8
28421,8
28422,8
28423,8
28425,8
28428,8
28429,8
28430,8
28431,8
28432,8
28433,8
28434,8
28435,8
28436,8
28438,8
28439,8
28441,8
28442,8
28443,8
28444,8
28445,8
28447,8
28448,8
28449,8
28450,8
28451,8
28452,8
28453,8
28454,8
28455,8
28456,8
28457,8
28458,8
28460,8
28461,8
28462,8
28463,8
28464,8
28465,8
28466,8
28467,8
28468,8
28469,8
28470,8
28472,8
28478,8
28479,8
28480,8
28501,8
28504,8
28508,8
28510,8
28511,8
28512,8
28513,8
28515,8
28516,8
28518,8
28519,8
28520,8
28521,8
28523,8
28524,8
28525,8
28526,8
28527,8
28528,9
28529,8
28530,8
28531,9
28532,8
28537,8
28538,8
28539,8
28540,8
28543,8
28544,8
28546,8
28547,8
28551,8
28552,8
28553,9
28554,8
28555,8
28556,8
28557,8
28560,8
28562,8
28570,8
28571,8
28572,8
28573,8
28574,8
28577,8
28578,8
28579,8
28580,8
28581,8
28582,8
28584,8
28585,8
28586,8
28589,8
28590,8
28594,8
28601,8
28602,8
28604,6
28605,6
28606,7
28607,7
28609,8
28610,8
28611,7
28612,8
28613,8
28615,7
28616,7
28617,7
28618,7
28619,7
28621,7
28622,6
28623,7
28624,7
28625,7
28626,7
28627,7
28629,7
28630,8
28631,7
28634,7
28635,7
28636,8
28637,8
28638,8
28640,7
28642,7
28643,7
28644,7
28645,7
28646,6
28649,7
28650,8
28651,7
28654,7
28655,7
28657,6
28658,8
28659,7
28660,7
28662,6
28663,7
28665,7
28666,8
28668,7
28669,7
28670,7
28671,8
28673,8
28675,7
28676,7
28677,8
28678,8
28679,7
28681,8
28682,8
28683,7
28684,7
28685,7
28689,7
28690,7
28692,7
28693,7
28694,7
28697,7
28698,7
28701,7
28702,7
28704,7
28705,7
28707,7
28708,7
28709,7
28710,7
28711,7
28712,7
28713,7
28714,7
28715,7
28716,7
28717,7
28718,7
28719,7
28721,7
28722,8
28723,7
28725,7
28726,7
28729,7
28730,7
28731,7
28732,7
28733,7
28734,7
28735,7
28736,7
28739,7
28740,7
28741,7
28742,7
28743,7
